LPM,@@case_index-count,@@case_index-max,@@case_index-mean,@@case_index-median,@@case_index-min,@@case_index-sum,@@index-count,@@index-max,@@index-mean,@@index-median,@@index-min,@@index-sum,case2-2011-10-01,case2-2011-10-05,case2-2011-10-06,case2-2011-10-12,case2-2011-10-13,case2-2011-10-19,case2-2011-10-22,case2-2011-10-24,case2-2011-10-25,case2-2011-10-26,case2-2011-10-27,case2-2011-10-31,case2-2011-11-15,case2-2011-11-18,case2-2011-11-23,case2-2011-11-25,case2-2011-11-26,case2-2011-11-29,case2-2011-11-30,case2-2011-12-02,case2-2011-12-07,case2-2011-12-08,case2-2011-12-09,case2-2011-12-13,case2-2011-12-15,case2-2011-12-17,case2-2011-12-18,case2-2011-12-20,case2-2011-12-21,case2-2011-12-22,case2-2011-12-27,case2-2011-12-29,case2-2011-12-30,case2-2011-12-31,case2-2012-01-03,case2-2012-01-04,case2-2012-01-05,case2-2012-01-06,case2-2012-01-08,case2-2012-01-09,case2-2012-01-10,case2-2012-01-11,case2-2012-01-12,case2-2012-01-14,case2-2012-01-20,case2-2012-01-22,case2-2012-01-27,case2-2012-01-29,case2-2012-01-30,concept:name-A_ACCEPTED,concept:name-A_CANCELLED,concept:name-A_DECLINED,concept:name-A_FINALIZED,concept:name-A_PREACCEPTED,concept:name-O_CANCELLED,concept:name-O_CREATED,concept:name-O_SELECTED,concept:name-O_SENT,concept:name-W_Afhandelen leads,concept:name-W_Completeren aanvraag,concept:name-W_Nabellen incomplete dossiers,concept:name-W_Nabellen offertes,concept:name-W_Valideren aanvraag,lifecycle:transition-COMPLETE,lifecycle:transition-SCHEDULE,lifecycle:transition-START,org:resource-10939,time:timestamp-count,time:timestamp-max,time:timestamp-mean,time:timestamp-median,time:timestamp-min,time:timestamp-sum
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_CREATED)(A_FINALIZED | O_SELECTED)(O_SELECTED | O_SENT),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_CREATED)(A_FINALIZED | O_SENT),0.12372065021071643,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.11899083055069698,0.12372065021071643,0.16666666666666666,0.08249299719887955,0.08207282913165266,0.0,0.11853511864441015,0.125,0.0,0.125,0.125,0.0,0.11764705882352942,0.125,0.125,0.125,0.125,0.07407407407407407,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0909090909090909,0.125,0.125,0.125,0.08333333333333333,0.08695652173913043,0.125,0.125,0.0,0.1149425287356322,0.09523809523809523,0.125,0.125,0.125,0.125,0.047619047619047616,0.10256410256410257,0.0,0.12345679012345678,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.0,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.12372065021071643,0.0,0.0,0.12372065021071643,0.12372065021071643,0.16666666666666666,0.0964333697944204,0.09643336845836444,0.0,0.12371853615977747
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_CREATED)(A_FINALIZED | O_SENT)(O_CREATED | O_SENT),0.12372065021071643,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.11899083055069698,0.12372065021071643,0.16666666666666666,0.08249299719887955,0.08207282913165266,0.0,0.11853511864441015,0.125,0.0,0.125,0.125,0.0,0.11764705882352942,0.125,0.125,0.125,0.125,0.07407407407407407,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0909090909090909,0.125,0.125,0.125,0.08333333333333333,0.08695652173913043,0.125,0.125,0.0,0.1149425287356322,0.09523809523809523,0.125,0.125,0.125,0.125,0.047619047619047616,0.10256410256410257,0.0,0.12345679012345678,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.0,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.12372065021071643,0.0,0.0,0.12372065021071643,0.12372065021071643,0.16666666666666666,0.0964333697944204,0.09643336845836444,0.0,0.12371853615977747
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_CREATED)(O_CREATED | O_SENT),0.12372065021071643,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.11899083055069698,0.12372065021071643,0.16666666666666666,0.08249299719887955,0.08207282913165266,0.0,0.11853511864441015,0.125,0.0,0.125,0.125,0.0,0.11764705882352942,0.125,0.125,0.125,0.125,0.07407407407407407,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0909090909090909,0.125,0.125,0.125,0.08333333333333333,0.08695652173913043,0.125,0.125,0.0,0.1149425287356322,0.09523809523809523,0.125,0.125,0.125,0.125,0.047619047619047616,0.10256410256410257,0.0,0.12345679012345678,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.0,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.12372065021071643,0.0,0.0,0.12372065021071643,0.12372065021071643,0.16666666666666666,0.0964333697944204,0.09643336845836444,0.0,0.12371853615977747
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SELECTED),0.1547260686333534,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.14876503948693484,0.1547260686333534,0.1665382639958911,0.08242296918767507,0.07794117647058824,0.0,0.14805897557424932,0.15625,0.0,0.15625,0.15625,0.0,0.14705882352941177,0.15625,0.15625,0.15625,0.15625,0.0925925925925926,0.15625,0.15625,0.15625,0.15625,0.15625,0.0,0.15625,0.11363636363636363,0.15625,0.15625,0.15625,0.10416666666666667,0.10869565217391304,0.15625,0.15625,0.0,0.14367816091954022,0.11904761904761905,0.15625,0.15625,0.15625,0.15625,0.05952380952380953,0.12820512820512822,0.0,0.15432098765432098,0.0,0.0,0.0,0.0925925925925926,0.1388888888888889,0.15625,0.15625,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16506410256410256,0.0,0.0,0.0,0.1549338146811071,0.0,0.0,0.0,0.0,0.0,0.0,0.1547260686333534,0.0,0.0,0.1547260686333534,0.1547260686333534,0.16666566345145017,0.09643287499781984,0.09643287323260667,0.0,0.1547234415182633
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SELECTED)(A_CANCELLED | A_ACCEPTED),0.0017057997190447524,0.1581196581196581,0.07207207207207207,0.058558558558558564,0.012195121951219511,0.0017137506404480488,0.0017057997190447524,0.15286337955829482,0.07836134453781513,0.0780812324929972,0.008633188348490839,0.0017672761742344725,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016181229773462782,0.052083333333333336,0.0,0.0016025641025641027,0.0,0.0,0.0,0.0015042117930204573,0.0,0.0,0.0,0.0,0.0,0.0,0.0017057997190447524,0.0,0.0,0.0017057997190447524,0.0017057997190447524,0.16124627145082468,0.08387925759985226,0.08387925750350278,0.018533840836323364,0.0017048066497284758
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SELECTED)(A_CANCELLED | A_ACCEPTED)(A_FINALIZED | O_CREATED),7.023881196066627E-4,0.10256410256410257,0.04954954954954955,0.04504504504504505,0.012195121951219511,5.786116853059133E-4,7.023881196066627E-4,0.10426296866974832,0.05630252100840336,0.05609243697478992,0.008633188348490839,6.229976749403586E-4,0.0,0.0,0.0,0.026041666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00992063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.472491909385113E-4,0.020833333333333332,0.0,6.41025641025641E-4,0.0,0.0,6.016847172081829E-4,6.016847172081829E-4,0.0,0.0,0.0,0.0,0.0,0.0,7.023881196066627E-4,0.0,0.0,7.023881196066627E-4,7.023881196066627E-4,0.12388174394658168,0.06318435776697433,0.06318435770554733,0.018533840836323364,7.01123835951873E-4
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SELECTED)(A_CANCELLED | A_ACCEPTED)(A_FINALIZED | O_CREATED)(O_SELECTED | O_CREATED),7.023881196066627E-4,0.10256410256410257,0.04954954954954955,0.04504504504504505,0.012195121951219511,5.786116853059133E-4,7.023881196066627E-4,0.10426296866974832,0.05630252100840336,0.05609243697478992,0.008633188348490839,6.229976749403586E-4,0.0,0.0,0.0,0.026041666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00992063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.472491909385113E-4,0.020833333333333332,0.0,6.41025641025641E-4,0.0,0.0,6.016847172081829E-4,6.016847172081829E-4,0.0,0.0,0.0,0.0,0.0,0.0,7.023881196066627E-4,0.0,0.0,7.023881196066627E-4,7.023881196066627E-4,0.12388174394658168,0.06318435776697433,0.06318435770554733,0.018533840836323364,7.01123835951873E-4
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SELECTED)(A_CANCELLED | A_ACCEPTED)(A_FINALIZED | O_SELECTED),5.017057997190448E-4,0.10256410256410257,0.10810810810810811,0.10810810810810811,0.11382113821138212,8.833766187876539E-4,5.017057997190448E-4,0.10419876733436055,0.11372549019607843,0.11365546218487395,0.11677870040859366,9.582304442140786E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.472491909385113E-4,0.020833333333333332,0.0,6.41025641025641E-4,0.0,0.0,0.0,6.016847172081829E-4,0.0,0.0,0.0,0.0,0.0,0.0,5.017057997190448E-4,0.0,0.0,5.017057997190448E-4,5.017057997190448E-4,0.12388169367680957,0.12805305684974602,0.12805305685628973,0.1326788242281853,5.025140464059354E-4
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SELECTED)(A_CANCELLED | A_ACCEPTED)(A_FINALIZED | O_SELECTED)(O_SELECTED | O_CREATED),2.006823198876179E-4,0.10256410256410257,0.10810810810810811,0.10810810810810811,0.11382113821138212,5.123584388968393E-4,2.006823198876179E-4,0.10426296866974832,0.11372549019607843,0.11365546218487395,0.11677870040859366,5.740870191263749E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00992063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2362459546925567E-4,0.010416666666666666,0.0,3.205128205128205E-4,0.0,0.0,3.0084235860409147E-4,3.0084235860409147E-4,0.0,0.0,0.0,0.0,0.0,0.0,2.006823198876179E-4,0.0,0.0,2.006823198876179E-4,2.006823198876179E-4,0.12388174394658168,0.1280553472393703,0.128055347224457,0.1326788242281853,2.0116028875988444E-4
(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SELECTED)(A_CANCELLED | A_ACCEPTED)(O_SELECTED | O_CREATED),7.023881196066627E-4,0.10256410256410257,0.04954954954954955,0.04504504504504505,0.012195121951219511,5.786116853059133E-4,7.023881196066627E-4,0.10426296866974832,0.05630252100840336,0.05609243697478992,0.008633188348490839,6.229976749403586E-4,0.0,0.0,0.0,0.026041666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00992063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.472491909385113E-4,0.020833333333333332,0.0,6.41025641025641E-4,0.0,0.0,6.016847172081829E-4,6.016847172081829E-4,0.0,0.0,0.0,0.0,0.0,0.0,7.023881196066627E-4,0.0,0.0,7.023881196066627E-4,7.023881196066627E-4,0.12388174394658168,0.06318435776697433,0.06318435770554733,0.018533840836323364,7.01123835951873E-4
